2020.01.05. 오후 9:28,IT과학,롯데 계열사 제품 음성 주문 AI 스피커 ‘샬롯홈’ 출시
2020.01.05. 오후 7:48,IT과학,클램셸 폴더블폰 ‘2월11일’ 만난다…삼성전자 언팩 개최
2020.01.05. 오후 7:12,IT과학,시속 800km 하이퍼루프·나는 자동차…공수표 된 2020년 유망기술
2020.01.05. 오후 7:10,IT과학,“워킹맘인데 스마트폰 좋아하는 아이가 불안증세 보여요”
2020.01.05. 오후 7:08,IT과학,인스타그래머블한 세상의 미니멀리즘
2020.01.05. 오후 6:49,IT과학,이란 사령관 피습 후 美정부 웹사이트 디페이스 공격 당해
2020.01.05. 오후 6:43,IT과학,삼성 CES 앞두고 갤럭시S10 라이트·노트10 라이트 공개
2020.01.05. 오후 6:43,IT과학,메디포스트 양윤선 대표 카티스템 FDA미팅 잘 끝나…기술수출 청신호
2020.01.05. 오후 6:43,IT과학,IR52 장영실상 한국조선해양 자동 곡 성형 로봇시스템
2020.01.05. 오후 6:43,IT과학,미세먼지·적조 감시 천리안2B…내달 19일 남미 우주센터서 발사
2020.01.05. 오후 6:42,IT과학,삼성 CES 앞두고 갤럭시S10 라이트·노트10 라이트 공개
2020.01.05. 오후 6:42,IT과학,미세먼지 감시 천리안 2B호 南美 발사장 이송
2020.01.05. 오후 6:42,IT과학,중기부 신산업 창출·소·부·장 기술자립 강화
2020.01.05. 오후 6:42,IT과학,올해 특허청 지원사업 설명회… 8일부터 서울·광주·부산에서
2020.01.05. 오후 6:42,IT과학,국내 제약사 신약후보물질 상업화·글로벌 진출 속도
2020.01.05. 오후 6:41,IT과학,LG폰 지난해 출하량 28% 감소…올해 ODM 물량·시장 진출 확대로 위기 돌파
2020.01.05. 오후 6:32,IT과학,네이버 인플루언서 카카오 샵탭 키운다
2020.01.05. 오후 6:31,IT과학,아이언래프트 웹하드 시스템 링크하드 전면 개편
2020.01.05. 오후 6:31,IT과학,아이언래프트 이건웅 대표 웹하드 시스템 링크하드 전면 개편
2020.01.05. 오후 6:31,IT과학,순발력·뚝심 갖춘 KT 50대 CEO…직원미팅 즐겨 구현모임 애칭도
2020.01.05. 오후 6:31,IT과학,Lets 스타트업 메디픽셀 AI로 심혈관질환 알파고 개발
2020.01.05. 오후 6:31,IT과학,갤럭시S20·갤폴드2 내달 美서 전격 공개
2020.01.05. 오후 6:29,IT과학,새해 국정 文대통령 신년사 주목…이번주1월6일10일 주요 일정
2020.01.05. 오후 6:28,IT과학,집에서 노는 렌터카 공유… 신개념 카쉐어링 시동
2020.01.05. 오후 6:28,IT과학,정치권 실검 조작 방지 합의에… 기업들 과잉입법 반발
2020.01.05. 오후 6:28,IT과학,韓 AI분야 경쟁력 갖추려면 정책 집중과 틈새시장 필요
2020.01.05. 오후 6:28,IT과학,미세먼지 감시 천리안위성 2B호 발사장으로 출발
